,סמל ועדה,מצביעים,פסולים,מחוז,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,מרחב משטרה,אשכול רשויות מקומיות,label
91,2,1157,3,7,0.0,76.0,445.0,1.0,2510.0,2506.0,0.0,1975.0,190,0.0,2135261872.0,873.0,15000586.0,0.0,False
1054,2,1140,0,7,0.0,76.0,445.0,1.0,2510.0,2506.0,0.0,1975.0,190,0.0,2135261872.0,873.0,15000586.0,0.0,False
92,19,4293,16,7,0.0,99.0,145.0,1.0,7865.0,7589.0,1.0,1983.0,180,0.0,2014467560.0,70.0,10003262.0,0.0,False
1101,19,4283,10,7,0.0,99.0,145.0,1.0,7865.0,7589.0,1.0,1983.0,180,0.0,2014467560.0,70.0,10003262.0,0.0,False
93,6,148,1,2,244.0,52.0,0.0,1.0,292.0,291.0,0.0,1949.0,310,1.0,2306077091.0,600.0,10004484.0,212.0,False
431,6,170,0,2,244.0,52.0,0.0,1.0,292.0,291.0,0.0,1949.0,310,1.0,2306077091.0,600.0,10004484.0,212.0,False
94,19,2100,3,7,0.0,99.0,145.0,1.0,3812.0,3807.0,0.0,1977.0,190,0.0,2036366868.0,153.0,10003262.0,0.0,False
1017,19,2026,2,7,0.0,99.0,145.0,1.0,3812.0,3807.0,0.0,1977.0,190,0.0,2036366868.0,153.0,10003262.0,0.0,False
95,17,512,1,6,611.0,33.0,143.0,1.0,979.0,963.0,0.0,1950.0,310,1.0,1694062801.0,30.0,10001821.0,420.0,False
563,17,541,0,6,611.0,33.0,143.0,1.0,979.0,963.0,0.0,1950.0,310,1.0,1694062801.0,30.0,10001821.0,420.0,False
96,3,409,2,2,212.0,2.0,0.0,1.0,837.0,786.0,1.0,1950.0,310,1.0,2425676027.0,443.0,10004528.0,211.0,False
713,3,409,1,2,212.0,2.0,0.0,1.0,837.0,786.0,1.0,1950.0,310,1.0,2425676027.0,443.0,10004528.0,211.0,False
97,4,224,0,2,213.0,55.0,0.0,1.0,319.0,309.0,0.0,1983.0,310,6.0,2537975663.0,-55.0,10004540.0,211.0,False
853,4,197,0,2,213.0,55.0,0.0,1.0,319.0,309.0,0.0,1983.0,310,6.0,2537975663.0,-55.0,10004540.0,211.0,False
98,17,133,0,6,612.0,50.0,0.0,1.0,353.0,346.0,4.0,1955.0,320,9.0,1918460450.0,330.0,10001813.0,0.0,False
9,17,143,0,6,612.0,50.0,0.0,1.0,353.0,346.0,4.0,1955.0,320,9.0,1918460450.0,330.0,10001813.0,0.0,False
99,4,272,0,2,293.0,71.0,0.0,1.0,531.0,516.0,0.0,1978.0,310,1.0,2695476260.0,389.0,10004579.0,211.0,False
1148,4,269,1,2,293.0,71.0,0.0,1.0,531.0,516.0,0.0,1978.0,310,1.0,2695476260.0,389.0,10004579.0,211.0,False
100,18,131,1,6,623.0,0.0,0.0,3.0,7307.0,0.0,0.0,1949.0,460,0.0,1880058150.0,0.0,10001937.0,0.0,False
672,18,108,3,6,623.0,0.0,0.0,3.0,7307.0,0.0,0.0,1949.0,460,0.0,1880058150.0,0.0,10001937.0,0.0,False
101,2,282,1,7,0.0,76.0,0.0,1.0,835.0,835.0,0.0,1983.0,370,8.0,2178461041.0,891.0,15000586.0,0.0,False
1104,2,278,4,7,0.0,76.0,0.0,1.0,835.0,835.0,0.0,1983.0,370,8.0,2178461041.0,891.0,15000586.0,0.0,False
102,6,6232,49,2,241.0,99.0,241.0,2.0,13128.0,3.0,13111.0,1949.0,270,0.0,2176474799.0,19.0,10004497.0,0.0,True
377,6,5672,43,2,241.0,99.0,241.0,2.0,13128.0,3.0,13111.0,1949.0,270,0.0,2176474799.0,19.0,10004497.0,0.0,True
103,18,2036,5,6,623.0,0.0,0.0,3.0,7307.0,0.0,0.0,1949.0,460,0.0,1910056100.0,0.0,15003711.0,0.0,False
675,18,1894,17,6,623.0,0.0,0.0,3.0,7307.0,0.0,0.0,1949.0,460,0.0,1910056100.0,0.0,15003711.0,0.0,False
104,4,176,0,2,294.0,71.0,0.0,1.0,329.0,289.0,0.0,1967.0,330,15.0,2660674275.0,309.0,10004579.0,211.0,False
1165,4,169,0,2,294.0,71.0,0.0,1.0,329.0,289.0,0.0,1967.0,330,15.0,2660674275.0,309.0,10004579.0,211.0,False
105,4,733,2,2,221.0,6.0,0.0,1.0,1494.0,1427.0,4.0,1932.0,330,15.0,2544973191.0,-202.0,10004552.0,214.0,False
109,4,715,3,2,221.0,6.0,0.0,1.0,1494.0,1427.0,4.0,1932.0,330,15.0,2544973191.0,-202.0,10004552.0,214.0,False
106,8,388,3,2,246.0,4.0,241.0,1.0,684.0,665.0,13.0,1939.0,330,15.0,2122974931.0,11.0,10004207.0,212.0,False
211,8,365,0,2,246.0,4.0,241.0,1.0,684.0,665.0,13.0,1939.0,330,15.0,2122974931.0,11.0,10004207.0,212.0,False
107,2,5481,11,7,0.0,99.0,445.0,1.0,10088.0,10064.0,0.0,1980.0,170,0.0,2149861904.0,667.0,15000586.0,0.0,False
1068,2,5309,18,7,0.0,99.0,445.0,1.0,10088.0,10064.0,0.0,1980.0,170,0.0,2149861904.0,667.0,15000586.0,0.0,False
108,4,335,0,2,222.0,3.0,0.0,1.0,738.0,729.0,0.0,1949.0,310,1.0,2456774647.0,20.0,10004552.0,214.0,False
499,4,340,0,2,222.0,3.0,0.0,1.0,738.0,729.0,0.0,1949.0,310,1.0,2456774647.0,20.0,10004552.0,214.0,False
109,5,86,0,7,0.0,75.0,0.0,1.0,133.0,130.0,0.0,1968.0,310,9.0,2495167550.0,-200.0,10003262.0,0.0,False
1035,5,85,0,7,0.0,75.0,0.0,1.0,133.0,130.0,0.0,1968.0,310,9.0,2495167550.0,-200.0,10003262.0,0.0,False
110,17,316,3,6,614.0,37.0,0.0,1.0,517.0,506.0,0.0,1949.0,330,15.0,1588860773.0,30.0,10001829.0,620.0,False
511,17,310,1,6,614.0,37.0,0.0,1.0,517.0,506.0,0.0,1949.0,330,15.0,1588860773.0,30.0,10001829.0,620.0,False
111,19,9694,88,7,0.0,0.0,145.0,1.0,20456.0,16191.0,590.0,1978.0,160,0.0,2178666790.0,350.0,10003262.0,0.0,True
1026,19,9724,88,7,0.0,0.0,145.0,1.0,20456.0,16191.0,590.0,1978.0,160,0.0,2178666790.0,350.0,10003262.0,0.0,True
112,10,72,1,4,411.0,19.0,141.0,1.0,166.0,147.0,0.0,1995.0,350,0.0,1828768007.0,28.0,15000060.0,0.0,False
902,10,74,0,4,411.0,19.0,141.0,1.0,166.0,147.0,0.0,1995.0,350,0.0,1828768007.0,28.0,15000060.0,0.0,False
113,18,322,4,6,621.0,42.0,0.0,1.0,635.0,631.0,0.0,1955.0,310,1.0,1683959504.0,158.0,10001930.0,620.0,False
43,18,313,0,6,621.0,42.0,0.0,1.0,635.0,631.0,0.0,1955.0,310,1.0,1683959504.0,158.0,10001930.0,620.0,False
114,17,118313,694,6,613.0,0.0,143.0,1.0,224628.0,201388.0,300.0,1955.0,130,0.0,1668963375.0,-14.0,10001836.0,0.0,True
42,17,116800,808,6,613.0,0.0,143.0,1.0,224628.0,201388.0,300.0,1955.0,130,0.0,1668963375.0,-14.0,10001836.0,0.0,True
115,4,471,0,2,221.0,6.0,0.0,1.0,981.0,950.0,3.0,1933.0,330,15.0,2547172936.0,-206.0,10004552.0,214.0,False
128,4,476,0,2,221.0,6.0,0.0,1.0,981.0,950.0,3.0,1933.0,330,15.0,2547172936.0,-206.0,10004552.0,214.0,False
116,4,362,0,2,221.0,6.0,0.0,1.0,513.0,476.0,4.0,1933.0,330,15.0,2549172982.0,-200.0,10004552.0,214.0,False
117,4,345,1,2,221.0,6.0,0.0,1.0,513.0,476.0,4.0,1933.0,330,15.0,2549172982.0,-200.0,10004552.0,214.0,False
117,6,467,1,2,241.0,56.0,241.0,1.0,918.0,908.0,1.0,1986.0,370,13.0,2284175455.0,334.0,10004513.0,210.0,False
798,6,475,0,2,241.0,56.0,241.0,1.0,918.0,908.0,1.0,1986.0,370,13.0,2284175455.0,334.0,10004513.0,210.0,False
118,18,250,0,7,0.0,78.0,0.0,1.0,567.0,563.0,0.0,1982.0,370,11.0,1909858882.0,498.0,15003512.0,0.0,False
1087,18,239,1,7,0.0,78.0,0.0,1.0,567.0,563.0,0.0,1982.0,370,11.0,1909858882.0,498.0,15003512.0,0.0,False
119,18,73,0,6,622.0,42.0,344.0,1.0,355.0,342.0,0.0,1952.0,340,0.0,1711958167.0,180.0,10001893.0,620.0,False
960,18,75,0,6,622.0,42.0,344.0,1.0,355.0,342.0,0.0,1952.0,340,0.0,1711958167.0,180.0,10001893.0,620.0,False
120,18,300,1,6,626.0,48.0,0.0,1.0,550.0,525.0,2.0,1976.0,370,19.0,1713254166.0,320.0,10001918.0,610.0,False
768,18,284,4,6,626.0,48.0,0.0,1.0,550.0,525.0,2.0,1976.0,370,19.0,1713254166.0,320.0,10001918.0,610.0,False
121,17,72538,466,6,614.0,0.0,0.0,1.0,140968.0,122393.0,320.0,1948.0,140,0.0,1596761983.0,-3.0,10001805.0,0.0,True
1186,17,70918,487,6,614.0,0.0,0.0,1.0,140968.0,122393.0,320.0,1948.0,140,0.0,1596761983.0,-3.0,10001805.0,0.0,True
122,6,310,1,2,245.0,4.0,0.0,1.0,549.0,536.0,1.0,1983.0,370,13.0,2148876406.0,30.0,10004302.0,212.0,False
856,6,296,2,2,245.0,4.0,0.0,1.0,549.0,536.0,1.0,1983.0,370,13.0,2148876406.0,30.0,10004302.0,212.0,False
123,2,605,2,1,112.0,26.0,444.0,1.0,1252.0,1226.0,0.0,1949.0,310,1.0,2009563206.0,241.0,15000597.0,0.0,False
533,2,592,4,1,112.0,26.0,444.0,1.0,1252.0,1226.0,0.0,1949.0,310,1.0,2009563206.0,241.0,15000597.0,0.0,False
124,9,11879,67,3,324.0,0.0,0.0,2.0,29393.0,13.0,29363.0,1949.0,260,0.0,2041570285.0,40.0,15002436.0,0.0,True
1175,9,10928,107,3,324.0,0.0,0.0,2.0,29393.0,13.0,29363.0,1949.0,260,0.0,2041570285.0,40.0,15002436.0,0.0,True
125,18,446,1,6,625.0,53.0,0.0,1.0,965.0,866.0,28.0,1950.0,370,19.0,1983840251.0,99.0,10001955.0,0.0,False
7,18,418,1,6,625.0,53.0,0.0,1.0,965.0,866.0,28.0,1950.0,370,19.0,1983840251.0,99.0,10001955.0,0.0,False
126,17,759,2,6,614.0,36.0,0.0,1.0,1295.0,1292.0,0.0,2012.0,370,0.0,1629762325.0,28.0,10001805.0,0.0,False
939,17,724,2,6,614.0,36.0,0.0,1.0,1295.0,1292.0,0.0,2012.0,370,0.0,1629762325.0,28.0,10001805.0,0.0,False
127,17,643,2,6,611.0,33.0,143.0,1.0,1214.0,1197.0,0.0,1930.0,310,1.0,1738362694.0,40.0,10001821.0,420.0,False
91,17,664,0,6,611.0,33.0,143.0,1.0,1214.0,1197.0,0.0,1930.0,310,1.0,1738362694.0,40.0,10001821.0,420.0,False
128,12,12689,54,4,432.0,99.0,133.0,1.0,26122.0,25133.0,118.0,1907.0,160,0.0,1849465002.0,49.0,10002228.0,0.0,True
996,12,12272,66,4,432.0,99.0,133.0,1.0,26122.0,25133.0,118.0,1907.0,160,0.0,1849465002.0,49.0,10002228.0,0.0,True
129,18,100051,785,6,623.0,0.0,310.0,1.0,209002.0,181644.0,5380.0,1948.0,130,0.0,1796357355.0,196.0,10001900.0,0.0,True
1204,18,97425,816,6,623.0,0.0,310.0,1.0,209002.0,181644.0,5380.0,1948.0,130,0.0,1796357355.0,196.0,10001900.0,0.0,True
130,11,280,5,4,422.0,25.0,142.0,1.0,420.0,417.0,0.0,1948.0,330,3.0,1916866088.0,49.0,10002116.0,0.0,False
324,11,274,0,4,422.0,25.0,142.0,1.0,420.0,417.0,0.0,1948.0,330,3.0,1916866088.0,49.0,10002116.0,0.0,False
131,10,543,1,4,412.0,16.0,141.0,1.0,1154.0,1139.0,0.0,1949.0,310,1.0,1986369200.0,27.0,15000060.0,0.0,False
495,10,539,0,4,412.0,16.0,141.0,1.0,1154.0,1139.0,0.0,1949.0,310,1.0,1986369200.0,27.0,15000060.0,0.0,False
132,18,669,0,6,622.0,38.0,0.0,1.0,1037.0,990.0,0.0,1946.0,330,15.0,1516259265.0,80.0,10001893.0,620.0,False
281,18,649,1,6,622.0,38.0,0.0,1.0,1037.0,990.0,0.0,1946.0,330,15.0,1516259265.0,80.0,10001893.0,620.0,False
133,6,551,1,2,246.0,4.0,241.0,1.0,1305.0,1265.0,3.0,1948.0,310,10.0,2080476169.0,-2.0,10004315.0,212.0,False
396,6,558,2,2,246.0,4.0,241.0,1.0,1305.0,1265.0,3.0,1948.0,310,10.0,2080476169.0,-2.0,10004315.0,212.0,False
134,5,4323,26,2,237.0,99.0,0.0,2.0,9645.0,4.0,9631.0,1949.0,280,0.0,2348174591.0,150.0,10004552.0,214.0,False
343,5,3954,28,2,237.0,99.0,0.0,2.0,9645.0,4.0,9631.0,1949.0,280,0.0,2348174591.0,150.0,10004552.0,214.0,False
135,3,76,0,2,292.0,99.0,0.0,2.0,6528.0,0.0,6528.0,1949.0,280,0.0,2730078971.0,990.0,10004579.0,211.0,False
1137,3,82,0,2,292.0,99.0,0.0,2.0,6528.0,0.0,6528.0,1949.0,280,0.0,2730078971.0,990.0,10004579.0,211.0,False
136,10,617,0,4,411.0,16.0,141.0,1.0,1120.0,1112.0,1.0,1949.0,310,1.0,1966969241.0,27.0,15000060.0,0.0,False
496,10,608,1,4,411.0,16.0,141.0,1.0,1120.0,1112.0,1.0,1949.0,310,1.0,1966969241.0,27.0,15000060.0,0.0,False
137,10,461,0,4,412.0,16.0,141.0,1.0,1054.0,1025.0,5.0,1953.0,330,15.0,2019669523.0,50.0,10002155.0,0.0,False
971,10,448,0,4,412.0,16.0,141.0,1.0,1054.0,1025.0,5.0,1953.0,330,15.0,2019669523.0,50.0,10002155.0,0.0,False
138,18,476,3,6,622.0,42.0,344.0,1.0,789.0,781.0,2.0,1950.0,310,1.0,1650258264.0,108.0,10001893.0,620.0,False
554,18,504,2,6,622.0,42.0,344.0,1.0,789.0,781.0,2.0,1950.0,310,1.0,1650258264.0,108.0,10001893.0,620.0,False
139,17,715,4,6,611.0,33.0,143.0,1.0,1267.0,1260.0,0.0,1935.0,310,1.0,1744563381.0,40.0,10001821.0,420.0,False
149,17,695,0,6,611.0,33.0,143.0,1.0,1267.0,1260.0,0.0,1935.0,310,1.0,1744563381.0,40.0,10001821.0,420.0,False
140,6,3582,21,2,241.0,99.0,241.0,2.0,9317.0,0.0,9311.0,1949.0,280,0.0,2211374310.0,170.0,10004497.0,310.0,False
691,6,3078,31,2,241.0,99.0,241.0,2.0,9317.0,0.0,9311.0,1949.0,280,0.0,2211374310.0,170.0,10004497.0,310.0,True
141,18,924,3,6,626.0,68.0,0.0,2.0,5735.0,14.0,5719.0,1949.0,280,0.0,1714554846.0,260.0,10001918.0,610.0,False
921,18,946,8,6,626.0,68.0,0.0,2.0,5735.0,14.0,5719.0,1949.0,280,0.0,1714554846.0,260.0,10001918.0,610.0,False
142,3,429,0,2,212.0,2.0,0.0,1.0,843.0,840.0,0.0,1945.0,350,0.0,2471076480.0,751.0,10004528.0,211.0,False
255,3,434,0,2,212.0,2.0,0.0,1.0,843.0,840.0,0.0,1945.0,350,0.0,2471076480.0,751.0,10004528.0,211.0,False
143,9,208,1,3,322.0,15.0,223.0,1.0,467.0,442.0,13.0,1939.0,330,15.0,2008573740.0,338.0,10004171.0,0.0,False
214,9,205,0,3,322.0,15.0,223.0,1.0,467.0,442.0,13.0,1939.0,330,15.0,2008573740.0,338.0,10004171.0,0.0,False
144,2,2692,9,7,0.0,99.0,445.0,1.0,6042.0,6027.0,0.0,1977.0,180,0.0,2212164987.0,799.0,10003299.0,0.0,False
1030,2,2746,7,7,0.0,99.0,445.0,1.0,6042.0,6027.0,0.0,1977.0,180,0.0,2212164987.0,799.0,10003299.0,0.0,False
145,13,825,2,4,441.0,28.0,143.0,1.0,1563.0,1553.0,0.0,1948.0,310,1.0,1814663909.0,40.0,15002488.0,420.0,False
397,13,811,2,4,441.0,28.0,143.0,1.0,1563.0,1553.0,0.0,1948.0,310,1.0,1814663909.0,40.0,15002488.0,420.0,False
146,5,416,1,2,232.0,8.0,0.0,1.0,692.0,646.0,2.0,1922.0,330,15.0,2407871368.0,-93.0,10004568.0,213.0,False
59,5,425,3,2,232.0,8.0,0.0,1.0,692.0,646.0,2.0,1922.0,330,15.0,2407871368.0,-93.0,10004568.0,213.0,False
147,19,2648,7,7,0.0,99.0,145.0,1.0,5139.0,4983.0,0.0,1981.0,180,0.0,2048666000.0,160.0,10004054.0,0.0,False
1070,19,2636,13,7,0.0,99.0,145.0,1.0,5139.0,4983.0,0.0,1981.0,180,0.0,2048666000.0,160.0,10004054.0,0.0,False
148,6,4311,34,2,243.0,99.0,0.0,2.0,11864.0,0.0,11863.0,1949.0,270,0.0,2357076326.0,730.0,10004465.0,212.0,True
341,6,4546,47,2,243.0,99.0,0.0,2.0,11864.0,0.0,11863.0,1949.0,270,0.0,2357076326.0,730.0,10004465.0,212.0,True
149,17,230,1,6,612.0,35.0,0.0,1.0,426.0,422.0,0.0,1949.0,330,15.0,1901861345.0,240.0,10001813.0,420.0,False
445,17,225,1,6,612.0,35.0,0.0,1.0,426.0,422.0,0.0,1949.0,330,15.0,1901861345.0,240.0,10001813.0,420.0,False
150,13,608,0,4,441.0,29.0,143.0,1.0,1019.0,1013.0,6.0,1949.0,310,2.0,1775164051.0,23.0,15002488.0,420.0,False
403,13,596,2,4,441.0,29.0,143.0,1.0,1019.0,1013.0,6.0,1949.0,310,2.0,1775164051.0,23.0,15002488.0,420.0,False
151,12,3832,19,4,432.0,99.0,133.0,1.0,7211.0,7091.0,8.0,1948.0,180,0.0,1840765643.0,27.0,10002207.0,0.0,False
335,12,3847,7,4,432.0,99.0,133.0,1.0,7211.0,7091.0,8.0,1948.0,180,0.0,1840765643.0,27.0,10002207.0,0.0,False
152,18,471,2,6,621.0,39.0,0.0,1.0,839.0,839.0,0.0,1949.0,310,2.0,1626059275.0,130.0,10001930.0,620.0,False
520,18,457,0,6,621.0,39.0,0.0,1.0,839.0,839.0,0.0,1949.0,310,2.0,1626059275.0,130.0,10001930.0,620.0,False
153,10,426,2,4,411.0,16.0,141.0,1.0,803.0,802.0,0.0,1945.0,310,1.0,1937569557.0,9.0,15000060.0,0.0,False
259,10,428,1,4,411.0,16.0,141.0,1.0,803.0,802.0,0.0,1945.0,310,1.0,1937569557.0,9.0,15000060.0,0.0,False
154,3,390,3,2,211.0,55.0,0.0,1.0,791.0,778.0,1.0,1940.0,310,1.0,2568779040.0,80.0,10004591.0,211.0,False
218,3,403,0,2,211.0,55.0,0.0,1.0,791.0,778.0,1.0,1940.0,310,1.0,2568779040.0,80.0,10004591.0,211.0,False
155,6,337,0,2,245.0,4.0,0.0,1.0,553.0,519.0,0.0,1949.0,330,15.0,2139376350.0,25.0,10004302.0,212.0,False
404,6,352,1,2,245.0,4.0,0.0,1.0,553.0,519.0,0.0,1949.0,330,15.0,2139376350.0,25.0,10004302.0,212.0,False
156,2,142,0,7,0.0,74.0,0.0,1.0,290.0,285.0,0.0,1980.0,330,15.0,2452263505.0,-340.0,10003314.0,0.0,False
1063,2,126,2,7,0.0,74.0,0.0,1.0,290.0,285.0,0.0,1980.0,330,15.0,2452263505.0,-340.0,10003314.0,0.0,False
157,5,761,5,2,232.0,8.0,0.0,1.0,1264.0,1214.0,1.0,1935.0,330,15.0,2414771748.0,-81.0,10004568.0,213.0,False
155,5,766,1,2,232.0,8.0,0.0,1.0,1264.0,1214.0,1.0,1935.0,330,15.0,2414771748.0,-81.0,10004568.0,213.0,False
158,5,74,1,2,235.0,9.0,0.0,1.0,79.0,76.0,0.0,1943.0,350,0.0,2110773411.0,70.0,10004207.0,213.0,False
241,5,74,5,2,235.0,9.0,0.0,1.0,79.0,76.0,0.0,1943.0,350,0.0,2110773411.0,70.0,10004207.0,213.0,False
159,2,875,0,1,111.0,26.0,444.0,1.0,1678.0,1643.0,0.0,1949.0,310,1.0,2154163215.0,540.0,10002475.0,0.0,False
507,2,871,1,1,111.0,26.0,444.0,1.0,1678.0,1643.0,0.0,1949.0,310,1.0,2154163215.0,540.0,10002475.0,0.0,False
160,4,372,0,2,221.0,6.0,0.0,1.0,590.0,564.0,0.0,1926.0,330,15.0,2540573277.0,-220.0,10004552.0,214.0,False
85,4,375,0,2,221.0,6.0,0.0,1.0,590.0,564.0,0.0,1926.0,330,15.0,2540573277.0,-220.0,10004552.0,214.0,False
161,2,689,2,7,0.0,73.0,445.0,1.0,1362.0,1361.0,0.0,1977.0,370,11.0,2121064280.0,601.0,10004054.0,0.0,False
1031,2,673,0,7,0.0,73.0,445.0,1.0,1362.0,1361.0,0.0,1977.0,370,11.0,2121064280.0,601.0,10004054.0,0.0,False
162,10,470,1,4,411.0,16.0,141.0,1.0,904.0,892.0,0.0,1933.0,320,1.0,1878069842.0,11.0,15000060.0,0.0,False
654,10,474,4,4,411.0,16.0,141.0,1.0,904.0,892.0,0.0,1933.0,320,1.0,1878069842.0,11.0,15000060.0,0.0,False
163,13,378,2,4,441.0,31.0,143.0,1.0,1221.0,1221.0,0.0,1953.0,310,8.0,1822563335.0,60.0,15002488.0,420.0,False
966,13,384,3,4,441.0,31.0,143.0,1.0,1221.0,1221.0,0.0,1953.0,310,8.0,1822563335.0,60.0,15002488.0,420.0,False
164,13,402,0,4,442.0,27.0,143.0,1.0,548.0,544.0,1.0,1930.0,310,1.0,1786964903.0,28.0,15002488.0,0.0,False
95,13,404,0,4,442.0,27.0,143.0,1.0,548.0,544.0,1.0,1930.0,310,1.0,1786964903.0,28.0,15002488.0,0.0,False
165,9,461,0,3,324.0,15.0,0.0,1.0,912.0,888.0,0.0,1950.0,310,1.0,1932871493.0,10.0,10004333.0,0.0,False
588,9,476,0,3,324.0,15.0,0.0,1.0,912.0,888.0,0.0,1950.0,310,1.0,1932871493.0,10.0,10004333.0,0.0,False
166,12,1122,0,4,432.0,30.0,143.0,1.0,2190.0,2181.0,0.0,1972.0,190,0.0,1924564399.0,90.0,10002228.0,0.0,False
703,12,1135,2,4,432.0,30.0,143.0,1.0,2190.0,2181.0,0.0,1972.0,190,0.0,1924564399.0,90.0,10002228.0,0.0,False
167,10,536,2,4,411.0,19.0,141.0,1.0,1054.0,1041.0,0.0,1938.0,310,6.0,1875268523.0,11.0,15000060.0,0.0,False
188,10,534,2,4,411.0,19.0,141.0,1.0,1054.0,1041.0,0.0,1938.0,310,6.0,1875268523.0,11.0,15000060.0,0.0,False
168,5,251,1,2,231.0,7.0,0.0,1.0,460.0,457.0,0.0,1937.0,310,1.0,2520671839.0,-242.0,10004568.0,214.0,False
171,5,245,0,2,231.0,7.0,0.0,1.0,460.0,457.0,0.0,1937.0,310,1.0,2520671839.0,-242.0,10004568.0,214.0,False
169,10,192,0,4,411.0,16.0,141.0,1.0,387.0,386.0,0.0,1933.0,310,10.0,1873769865.0,10.0,15000060.0,0.0,False
129,10,193,0,4,411.0,16.0,141.0,1.0,387.0,386.0,0.0,1933.0,310,10.0,1873769865.0,10.0,15000060.0,0.0,False
170,10,1252,1,4,411.0,16.0,141.0,1.0,2079.0,2048.0,0.0,1940.0,191,0.0,1899269340.0,12.0,15000060.0,0.0,False
221,10,1240,4,4,411.0,16.0,141.0,1.0,2079.0,2048.0,0.0,1940.0,191,0.0,1899269340.0,12.0,15000060.0,0.0,False
171,5,456,0,2,237.0,9.0,242.0,1.0,825.0,809.0,1.0,1948.0,310,1.0,2181773782.0,122.0,10004411.0,213.0,False
306,5,464,2,2,237.0,9.0,242.0,1.0,825.0,809.0,1.0,1948.0,310,1.0,2181773782.0,122.0,10004411.0,213.0,False
172,2,267,1,1,111.0,26.0,444.0,1.0,874.0,872.0,0.0,1950.0,310,2.0,2035763349.0,519.0,15000597.0,0.0,False
544,2,258,1,1,111.0,26.0,444.0,1.0,874.0,872.0,0.0,1950.0,310,2.0,2035763349.0,519.0,15000597.0,0.0,False
173,12,471,4,4,432.0,25.0,142.0,1.0,871.0,862.0,0.0,1950.0,310,6.0,1958765375.0,69.0,10002168.0,0.0,False
573,12,498,0,4,432.0,25.0,142.0,1.0,871.0,862.0,0.0,1950.0,310,6.0,1958765375.0,69.0,10002168.0,0.0,False
174,17,343,0,6,612.0,35.0,0.0,1.0,612.0,599.0,0.0,1955.0,330,15.0,1880461729.0,230.0,10001813.0,420.0,False
5,17,347,0,6,612.0,35.0,0.0,1.0,612.0,599.0,0.0,1955.0,330,15.0,1880461729.0,230.0,10001813.0,420.0,False
175,2,359,0,1,111.0,26.0,444.0,1.0,723.0,699.0,6.0,1949.0,310,1.0,2120263464.0,621.0,10002475.0,0.0,False
471,2,368,0,1,111.0,26.0,444.0,1.0,723.0,699.0,6.0,1949.0,310,1.0,2120263464.0,621.0,10002475.0,0.0,False
176,13,187,0,4,442.0,27.0,143.0,1.0,253.0,253.0,0.0,1933.0,310,1.0,1787064773.0,20.0,15002488.0,0.0,False
130,13,190,0,4,442.0,27.0,143.0,1.0,253.0,253.0,0.0,1933.0,310,1.0,1787064773.0,20.0,15002488.0,0.0,False
177,12,353,0,4,432.0,30.0,143.0,1.0,645.0,636.0,0.0,1956.0,310,2.0,1911464200.0,120.0,10002228.0,0.0,False
199,12,337,1,4,432.0,30.0,143.0,1.0,645.0,636.0,0.0,1956.0,310,2.0,1911464200.0,120.0,10002228.0,0.0,False
178,17,627,1,6,611.0,33.0,143.0,1.0,1137.0,1110.0,1.0,1950.0,310,1.0,1674262732.0,37.0,10001821.0,420.0,False
548,17,659,0,6,611.0,33.0,143.0,1.0,1137.0,1110.0,1.0,1950.0,310,1.0,1674262732.0,37.0,10001821.0,420.0,False
179,12,585,5,4,432.0,25.0,142.0,1.0,1156.0,1142.0,1.0,1951.0,310,1.0,1939465589.0,50.0,10002168.0,0.0,False
432,12,581,5,4,432.0,25.0,142.0,1.0,1156.0,1142.0,1.0,1951.0,310,1.0,1939465589.0,50.0,10002168.0,0.0,False
180,9,33,0,3,321.0,15.0,223.0,1.0,345.0,345.0,0.0,1953.0,340,0.0,1974573615.0,28.0,10004333.0,0.0,False
136,9,36,0,3,321.0,15.0,223.0,1.0,345.0,345.0,0.0,1953.0,340,0.0,1974573615.0,28.0,10004333.0,0.0,False
181,18,545,1,6,621.0,41.0,341.0,1.0,1396.0,1386.0,0.0,1949.0,330,15.0,1773459523.0,230.0,10001946.0,620.0,False
428,18,554,1,6,621.0,41.0,341.0,1.0,1396.0,1386.0,0.0,1949.0,330,15.0,1773459523.0,230.0,10001946.0,620.0,False
182,4,344,0,2,222.0,3.0,0.0,1.0,706.0,691.0,0.0,1944.0,330,15.0,2372073606.0,144.0,10004552.0,214.0,False
252,4,353,0,2,222.0,3.0,0.0,1.0,706.0,691.0,0.0,1944.0,330,15.0,2372073606.0,144.0,10004552.0,214.0,False
183,13,248,0,4,441.0,29.0,143.0,1.0,979.0,963.0,0.0,1946.0,340,0.0,1744963615.0,49.0,10001821.0,420.0,False
631,13,254,1,4,441.0,29.0,143.0,1.0,979.0,963.0,0.0,1946.0,340,0.0,1744963615.0,49.0,10001821.0,420.0,False
184,5,322,0,2,237.0,3.0,0.0,1.0,789.0,789.0,0.0,1977.0,330,3.0,2310474304.0,367.0,15002369.0,214.0,False
776,5,326,1,2,237.0,3.0,0.0,1.0,789.0,789.0,0.0,1977.0,330,3.0,2310474304.0,367.0,15002369.0,214.0,False
